Hebrew Word,Valence,Arousal,Dominance
השתמטות,0.459,0.343,0.712
השתמעות,0.337,0.528,0.69
השתמשו לרעה,0.021,0.874,0.235
השתנה,0.48233333333333334,0.5706666666666667,0.5081666666666667
השתנות,0.541,0.571,0.613
השתנקות,0.44,0.754,0.298
השתפכות,0.453,0.7075,0.512
השתק,0.354,0.459,0.482
השתתפות,0.781,0.7,0.702
השתתפות עצמית,0.375,0.286,0.455
התאבל,0.104,0.46,0.191
התאגדות,0.573,0.404,0.768
התאוות,0.814,0.821,0.632
התאזרח,0.76,0.333,0.6
התאזרחות,0.781,0.279,0.652
התאחדות,0.663,0.404,0.83
התאים,0.595,0.441625,0.537125
התאמה,0.6418461538461538,0.4423076923076923,0.6019230769230769
התאמות,0.571,0.363,0.58
התאמן,0.75,0.789,0.625
התאמץ,0.694,0.735,0.806
התארך,0.448,0.53,0.474
התארכות,0.673,0.53,0.528
התבדח,0.5545,0.583,0.2975
התבדחות,0.333,0.327,0.188
התבוללות,0.429,0.378,0.463
התבוננות,0.552,0.324,0.627
התבטל,0.47300000000000003,0.41980000000000006,0.28559999999999997
התבטלות,0.571,0.449,0.391
התבצרות,0.652,0.769,0.817
התגבר,0.51,0.529,0.722
התגברות,0.842,0.765,0.855
התגבשות,0.6,0.449,0.565
התגודדות,0.542,0.529,0.664
התגורר,0.5046666666666667,0.3463333333333333,0.4423333333333333
התגלות,0.641,0.522,0.5733333333333334
התגלמות,0.661,0.5805,0.677
התגמד,0.365,0.265,0.293
התגנב,0.354,0.647,0.361
התגנבות,0.354,0.647,0.361
התדיינות,0.388,0.76,0.602
התדרדר,0.053,0.549,0.237
התהוות,0.6859999999999999,0.436,0.631
התווכח,0.167,0.8160000000000001,0.525
התחבק,0.906,0.547,0.567
התחבר,0.911,0.347,0.518
התחזות,0.375,0.618,0.528
התחייב,0.6567999999999999,0.5974,0.6676
התחייבויות,0.429,0.608,0.694
התחייבות,0.719,0.49,0.764
התחיל,0.609,0.525,0.5115000000000001
התחילה,0.677,0.5,0.404
התחלה,0.71075,0.4875,0.55025
התחלה חדשה,0.7835000000000001,0.5449999999999999,0.5835
התחלות,0.837,0.527,0.6
התחלות חדשות,0.802,0.613,0.524
התחלי,0.442,0.382,0.43
התחלקות,0.429,0.615,0.687
התחלתי,0.583,0.314,0.539
התחמקות,0.375,0.6445000000000001,0.462
התחמש,0.188,0.75,0.808
התחפש,0.5,0.615,0.326
התחרה,0.271,0.696,0.589
התחשבות,0.589,0.38,0.687
התחשמלות,0.177,0.844,0.692
התייבש,0.31,0.685,0.212
התייבשות,0.188,0.472,0.259
התייחס,0.25,0.734,0.463
התיישנות,0.25,0.431,0.377
התיר,0.637,0.492,0.588
התיש,0.27166666666666667,0.5219999999999999,0.26133333333333336
התכה,0.5566666666666666,0.5830000000000001,0.5583333333333333
התכוון,0.406,0.542,0.587
התכווץ,0.34299999999999997,0.583,0.44625000000000004
התכווצות,0.33125,0.7202500000000001,0.52225
התכופף,0.333,0.363,0.279
התכופפות,0.594,0.337,0.236
התכנס,0.583,0.676,0.636
התכנסות,0.6140000000000001,0.5445,0.595
התכסה בכפור,0.748,0.471,0.218
התכרבל,0.906,0.547,0.567
התכתבות,0.663,0.423,0.491
התלהבות,0.6988,0.6559999999999999,0.6574
התלווה,0.77,0.377,0.618
התלכדות,0.604,0.536,0.555
התמדה,0.7533333333333333,0.5546666666666668,0.7896666666666666
התמהמהות,0.63,0.643,0.667
התמהתה,0.63,0.643,0.667
התמודד,0.5725,0.53175,0.61075
התמודדות,0.578,0.5736666666666667,0.5756666666666667
התמוטטות,0.2865,0.5559999999999999,0.35150000000000003
התמזגות,0.5476666666666667,0.49533333333333335,0.5776666666666667
התמחות,0.7010000000000001,0.496,0.5625
התמיינות,0.367,0.561,0.535
התמכרות,0.18,0.806,0.42
התמלא,0.729,0.449,0.637
התמנגלו,0.521,0.392,0.357
התמעט,0.173,0.491,0.24
התמקח,0.612,0.708,0.769
התמקחות,0.622,0.64,0.642
התנגד,0.23716666666666666,0.5388333333333334,0.39766666666666667
התנגדות,0.25975,0.67975,0.64625
התנגש,0.27999999999999997,0.6859999999999999,0.465
התנגשות,0.269,0.883,0.519
התנה,0.49,0.417,0.616
התנהגות,0.5449999999999999,0.43424999999999997,0.66675
התנהגות פסולה,0.046,0.6855,0.2865
התנהגותי,0.612,0.44,0.708
התנודד,0.404,0.694,0.363
התנוון,0.069,0.724,0.264
התנוונות,0.345,0.434,0.425
התנזרות,0.2655,0.328,0.469
התניה,0.44,0.468,0.617
התנכר,0.16599999999999998,0.396,0.33399999999999996
התנכרות,0.378,0.53,0.462
התנמנמות,0.26,0.194,0.303
התנסה,0.7989999999999999,0.6154999999999999,0.9095
התנצלות,0.571,0.346,0.402
התנקשות,0.083,0.941,0.525
התנשאות,0.521,0.377,0.565
התנשפות,0.201,0.843,0.491
התנתק,0.256,0.357,0.241
התנתקות,0.327,0.373,0.395
התססה,0.42,0.567,0.473
התעבות,0.51,0.316,0.538
התעברות,0.694,0.49,0.614
התעוררות,0.768,0.7215,0.6745
התעכב,0.204,0.51,0.162
התעלל,0.0415,0.84025,0.3005
התעללו,0.021,0.874,0.235
התעללות,0.071,0.873,0.469
התעלם,0.2185,0.5525,0.2955
התעלמו,0.26,0.458,0.283
התעלמות,0.177,0.647,0.308
התעלסות,0.969,0.927,0.814
התעלפות,0.333,0.51,0.214
התעמלות,0.6856666666666666,0.7096666666666667,0.5593333333333333
התעמלותי,0.81,0.706,0.604
התענג,0.938,0.664,0.685
התעצבן,0.51,0.404,0.33
התעקמות,0.448,0.565,0.455
התעקש,0.6275,0.6154999999999999,0.6685
התעקשות,0.418,0.704,0.645
התערב,0.398,0.627,0.442
התערבבו,0.521,0.392,0.357
התערבות,0.29,0.7000000000000001,0.5203333333333333
התפארות,0.417,0.62,0.602
התפוגג,0.271,0.49,0.41
התפוצצות,0.167,0.96,0.767
התפוררות,0.1305,0.6234999999999999,0.34450000000000003
התפזר,0.387,0.4605,0.2975
התפיח,0.52,0.264,0.172
התפכחות,0.051,0.519,0.19
התפלל,0.646,0.235,0.415
התפנה,0.354,0.792,0.314
התפעל,0.9003333333333333,0.566,0.753
התפצלות,0.385,0.625,0.352
התפרסות,0.51,0.52,0.612
התפרעות,0.5,0.863,0.636
התפרץ,0.35700000000000004,0.8585,0.6765
התפרצויות,0.58,0.642,0.556
התפרצות,0.2686,0.7852,0.626
התפרקות,0.16849999999999998,0.532,0.306
התפשטות,0.208,0.63,0.535
התפשר,0.677,0.52,0.805
התפתח,0.802,0.6285000000000001,0.7675
התפתחות,0.827,0.5,0.796
התפתחות הדרגתית,0.487,0.477,0.616
התקדם,0.734,0.532,0.778
התקדמות,0.7995,0.557,0.792
התקהל,0.623,0.3695,0.5289999999999999
התקהלות,0.74,0.657,0.528
התקוממות,0.229,0.706,0.582
התקן,0.562,0.404,0.627
התקנה,0.656,0.469,0.759
התקף,0.247,0.878,0.6745000000000001
התקף חרדה,0.2025,0.8245,0.41600000000000004
התקף לב,0.156,0.839,0.455
התקפה,0.354,0.569,0.409
התקפה מילולית,0.459,0.316,0.462
התקפי,0.135,0.882,0.6
התקפת נגד,0.281,0.951,0.764
התקרב,0.74,0.557,0.491
התקרבות,0.74,0.557,0.491
התקרחות,0.302,0.363,0.368
התקרר,0.521,0.34,0.482
התקררות,0.469,0.324,0.392
התקשות,0.388,0.673,0.741
התקשר,0.729,0.344,0.418
התקשרות,0.582,0.3925,0.5045
התראה,0.337,0.804,0.673
התראות,0.337,0.804,0.673
התרבה,0.49,0.441,0.578
התרברבות,0.48450000000000004,0.7065,0.6125
התרגל,0.639,0.071,0.24
התרגשות,0.575,0.7652,0.5700000000000001
התרה,0.378,0.343,0.295
התרוממות,0.765,0.72,0.714
התרוממות רוח,0.667,0.8725,0.648
התרוצצות,0.622,0.56,0.509
התרחב,0.7326666666666667,0.5116666666666667,0.6880000000000001
התרחבות,0.4705,0.5095000000000001,0.6335
התרחבותי,0.708,0.65,0.778
התרחשות,0.573,0.69,0.541
התריס,0.837,0.75,0.917
התרסה,0.333,0.78,0.76
התרסק,0.344,0.417,0.419
התרסקות,0.194,0.906,0.355
התרפס,0.626,0.36,0.284
התשה,0.229,0.54,0.259
ודאות,0.781,0.4,0.769
ודאי,0.688,0.415,0.689
וו,0.418,0.444,0.395
וואי,0.417,0.396,0.39
וויסות,0.458,0.365,0.565
ווכחני,0.45,0.531,0.679
וולגרי,0.184,0.823,0.508
וידא,0.531,0.529,0.616
וידוי,0.325,0.538,0.658
וידויים,0.325,0.538,0.658
ויכוח,0.297,0.63,0.6615
ויכוחים,0.541,0.602,0.657
וילון,0.55225,0.265,0.31825000000000003
וילונות,0.5469999999999999,0.17149999999999999,0.28250000000000003
וירוס הרפס,0.219,0.558,0.435
ויתור,0.588,0.423,0.615
ויתר,0.494,0.3566666666666667,0.32766666666666666
וכחני,0.133,0.75,0.652
ולנטיינס שמח,0.929,0.784,0.509
וסת,0.163,0.686,0.331
וסתי,0.408,0.519,0.435
ועדה,0.6345000000000001,0.436,0.6459999999999999
ועידה,0.655,0.6185,0.655
ורוד,0.806,0.269,0.471
ורוד פוקסיה,0.633,0.275,0.264
ושט,0.429,0.454,0.464
ותרני,0.56,0.481,0.529
ז'אנר,0.52,0.433,0.5
ז'קט,0.656,0.302,0.382
ז'רגון,0.333,0.548,0.404
זאב ערבות,0.459,0.471,0.387
זבוב,0.76,0.775,0.676
זבורית,0.354,0.423,0.287
זבל,0.218,0.537,0.242
זבנג וגמרנו,0.42,0.427,0.613
זדון,0.073,0.811,0.492
זדוני,0.177,0.765,0.607
זהב,0.939,0.686,0.692
זהה,0.635,0.38,0.527
זהוב,0.802,0.491,0.609
זהות,0.663,0.36,0.78
זהיר,0.5427142857142857,0.46742857142857147,0.5434285714285714
זהירות,0.552,0.712,0.547
זוֹל,0.612,0.471,0.272
זוג,0.6226666666666667,0.474,0.4526666666666667
זוג צעיר,0.847,0.706,0.57
זוגי,0.729,0.5195000000000001,0.594
זוהמה,0.194,0.592,0.319
זוהר,0.818375,0.601625,0.687875
זווית,0.541,0.33,0.455
זוויתי,0.449,0.281,0.444
זוועה,0.115,0.844,0.593
זוועות,0.061,0.852,0.409
זוועתי,0.186,0.833,0.536
זוחל,0.2085,0.737,0.3275
זוטר,0.491,0.41200000000000003,0.3265
זוכה,0.781,0.39,0.691
זולל,0.46,0.49,0.38
זולל וסובא,0.393,0.537,0.436
זונה,0.258,0.6845,0.39549999999999996
זועם,0.1718333333333333,0.8635,0.541
זועף,0.31866666666666665,0.5373333333333333,0.47533333333333333
זורח,0.8313333333333334,0.484,0.702
זורם,0.6245,0.45899999999999996,0.513
זורק,0.4275,0.567,0.355
זחילה,0.292,0.613,0.282
זחל,0.436,0.37166666666666665,0.313
זי,0.786,0.904,0.593
זיבה,0.106,0.635,0.322
זיגג,0.685,0.4405,0.3545
זיגוג,0.7203333333333334,0.424,0.39699999999999996
זיהוי,0.714,0.451,0.692
זיהוי פלילי,0.235,0.545,0.679
זיהום,0.09000000000000001,0.6796666666666665,0.409
זיהם,0.151,0.4845,0.39749999999999996
זיון,0.198,0.93,0.446
זיוף,0.16733333333333333,0.6893333333333334,0.474
זיז,0.44699999999999995,0.35,0.394
זייף,0.18225,0.5755,0.42775
זייפן,0.2005,0.6515,0.499
זיכה,0.781,0.39,0.691
זיכוי,0.7165,0.5235000000000001,0.7204999999999999
זיכיון,0.663,0.4,0.56
זיכרון,0.792,0.378,0.573
זיכרונות,0.963,0.487,0.51
זילזל,0.135,0.672,0.25
זים,0.5,0.528,0.4955
זימון,0.538,0.611,0.663
זימים,0.479,0.583,0.609
זימן,0.677,0.224,0.278
זין,0.259,0.597,0.41000000000000003
זינוק,0.49549999999999994,0.45999999999999996,0.41200000000000003
זינק,0.34650000000000003,0.5005,0.41900000000000004
זיעה,0.385,0.667,0.49
זיעה קרה,0.427,0.491,0.327
זיעזע,0.23066666666666666,0.7883333333333334,0.4613333333333333
זיף,0.375,0.375,0.326
זיקה,0.8,0.5,0.537
זיקוק,0.639,0.7343333333333333,0.5823333333333333
זיקוקין,0.735,0.863,0.579
זיקית,0.49,0.58,0.345
זיקפה,0.64,0.856,0.695
זיקק,0.427,0.573,0.5
זירה,0.51,0.235,0.404
זירת מסחר,0.698,0.42,0.525
זית,0.571,0.231,0.406
זכה,0.781,0.39,0.691
זכויות אדם,0.792,0.559,0.73
זכויות יוצרים,0.458,0.402,0.663
זכוכיות,0.531,0.21,0.33
זכוכית,0.49,0.404,0.322
זכוכית מגדלת,0.469,0.216,0.345
זכות,0.51,0.41,0.391
זכות אבות,0.7015,0.4115,0.727
זכות הצבעה,0.663,0.4,0.56
זכות חכירה,0.635,0.63,0.882
זכות כניסה,0.615,0.477,0.624
זכות שימוש,0.479,0.345,0.302
זכיון,0.588,0.423,0.615
זכייה,0.837,0.618,0.883
זכרון,0.963,0.487,0.51
זכרונות שלא אשכח,0.635,0.542,0.455
זלזול,0.143,0.571,0.386
זלזל,0.15916666666666665,0.5253333333333333,0.2926666666666667
זללן,0.4155,0.528,0.41000000000000003
זללנות,0.5,0.702,0.412
זמזום,0.38433333333333336,0.5666666666666667,0.351
זמזם,0.5660000000000001,0.6325000000000001,0.46399999999999997
זמין,0.7925,0.367,0.631
זמינות,0.796,0.544,0.6
זמיר,0.6265000000000001,0.3385,0.4595
זמם,0.353,0.573,0.5465
זמן ארוחת צהריים,0.896,0.398,0.444
זמן השבתה,0.24,0.226,0.324
זמן חג המולד,0.837,0.588,0.515
זמן לעצמי,0.531,0.398,0.417
זמן משחק,0.7475,0.5834999999999999,0.504
זמן משפחתי,0.939,0.42,0.679
זמני,0.104,0.922,0.388
זמנים טובים,0.91,0.526,0.629
זמר בס,0.417,0.42,0.439
זמר נודד,0.458,0.541,0.397
זן,0.6256666666666667,0.4083333333333334,0.5446666666666666
זנאי,0.562,0.382,0.327
זנב,0.49,0.409,0.481
זנבי,0.5,0.425,0.583
זניח,0.177,0.292,0.232
זניחה,0.122,0.63,0.289
זע,0.404,0.694,0.363
זעזוע,0.072,0.708,0.482
זעיר,0.43366666666666664,0.255,0.22633333333333336
זעיר מאוד,0.388,0.472,0.496
זעם,0.2435,0.82775,0.5925
זעמן אלמוגי,0.458,0.835,0.647
זעף,0.26,0.469,0.425
זעקה,0.271,0.773,0.718
זקוף,0.643,0.885,0.627
זקוק לאשפוז,0.714,0.427,0.662
זקיק,0.406,0.331,0.436
זקיקי,0.401,0.305,0.391
זקן,0.409,0.29533333333333334,0.34933333333333333
זקן צרפתי,0.479,0.29,0.255
זקן תיש,0.479,0.29,0.255
זקנים,0.602,0.26,0.441
זקף,0.643,0.885,0.627
זר,0.5088333333333334,0.5755,0.461
זר דפנה,0.684,0.279,0.545
זרבובית,0.438,0.33,0.287
זרוע,0.552,0.285,0.469
זרועות,0.464,0.395,0.483
זרועי,0.388,0.363,0.464
זרוק,0.208,0.646,0.422
זרז,0.604,0.509,0.585
זרח,0.694,0.471,0.473
זרחן,0.438,0.48,0.427
זרחני,0.429,0.539,0.37
זרי דפנה,0.684,0.279,0.545
זריז,0.7106666666666667,0.611,0.7133333333333334
זריזות,0.59675,0.68725,0.57
זרימה,0.5845,0.394,0.4575
זרימות,0.571,0.48,0.434
זריקה,0.41150000000000003,0.625,0.4655
זרם,0.5905,0.47575,0.481
זרמים,0.571,0.48,0.434
זרנוק,0.57,0.413,0.367
זרע,0.604,0.896,0.604
זרק,0.4836666666666667,0.5526666666666666,0.48200000000000004
זרת,0.663,0.265,0.269
חאן,0.463,0.476,0.529
חאקי,0.594,0.252,0.278
חב,0.656,0.519,0.821
חבוי,0.469,0.5,0.653
חבורה,0.2655,0.575,0.4735
חבט,0.3855,0.5215000000000001,0.4315
חבטה,0.36600000000000005,0.6563333333333333,0.5366666666666666
חבטת גב היד,0.427,0.449,0.39
חביב,0.8286666666666666,0.4386666666666667,0.6186666666666666
חביבות,0.959,0.509,0.75
חביונת,0.551,0.389,0.404
חבילה,0.5458571428571429,0.37714285714285717,0.42857142857142855
חבילות,0.551,0.445,0.418
חביצה,0.49,0.519,0.386
חביקה,0.469,0.538,0.43
חבית,0.49,0.36166666666666664,0.4406666666666667
חביתה,0.708,0.323,0.315
חבל הצלה,0.735,0.552,0.496
חבל כביסה,0.582,0.324,0.366
חבל קפיצה,0.656,0.66,0.368
חבלה,0.1255,0.5425,0.4655
חבק,0.45,0.49,0.387
חבר,0.8146000000000001,0.4548,0.6128
חבר בית המחוקקים,0.43,0.538,0.76
חבר העמים,0.63,0.406,0.702
חבר ילדות,0.602,0.255,0.436
חבר לכיתה,0.781,0.4,0.593
חבר למשחק,0.878,0.509,0.398
חבר לתא,0.167,0.684,0.349
חבר מועצה,0.5405,0.41300000000000003,0.742
חבר מושבעים,0.479,0.607,0.789
חבר קונגרס,0.438,0.471,0.877
חברה,0.7926666666666667,0.5266666666666667,0.7186666666666667
חברות,0.8443999999999999,0.4262,0.738
חברותי,0.551,0.471,0.529
חברים,0.929,0.51,0.625
חברים הכי טובים,0.934,0.662,0.647
חברים טובים,0.908,0.593,0.57
חברת תעופה,0.5915,0.5349999999999999,0.663
חבש,0.22,0.327,0.286
חג,0.9553333333333333,0.5586666666666666,0.5950000000000001
חג אהוב,0.867,0.618,0.582
חג המולד,0.959,0.52,0.741
חג מולד שמח,0.888,0.51,0.536
חג שמח,0.927,0.74,0.637
חגב,0.5,0.462,0.287
חגג,0.794,0.7003333333333334,0.6669999999999999
חגורה,0.5205,0.331,0.397
חגיגה,0.8256666666666667,0.723,0.6863333333333334
חגיגות,0.958,0.794,0.714
חגיגי,0.8554999999999999,0.6965,0.8045
חגים,0.939,0.521,0.512
חד,0.354,0.7735000000000001,0.42000000000000004
חד חמצני,0.433,0.43,0.49
חד פעמי,0.271,0.439,0.25
"חד""כ",0.635,0.69,0.613
חד-שכבתי,0.427,0.294,0.433
חדגוני,0.255,0.352,0.37150000000000005
חדות,0.5353333333333333,0.47100000000000003,0.6663333333333333
חדיר,0.635,0.402,0.495
חדירה,0.438,0.885,0.792
חדל פרעון,0.23,0.481,0.318
חדלות פרעון,0.323,0.431,0.3
חדר,0.5625,0.4075,0.4215
חדר אכסון,0.656,0.29,0.509
חדר התעמלות,0.667,0.561,0.474
חדר חדשות,0.531,0.392,0.658
חדר חושך,0.188,0.627,0.423
חדר טלוויזיה,0.51,0.347,0.398
חדר ילדים,0.894,0.406,0.389
חדר ישיבות,0.555,0.566,0.661
חדר כושר,0.635,0.69,0.613
חדר משחקים,0.844,0.661,0.38
חדר מתים,0.0775,0.5725,0.33399999999999996
חדר רחצה,0.561,0.283,0.345
חדר שינה,0.744,0.296,0.491
חדרים,0.542,0.442,0.388
חדרנית,0.594,0.375,0.336
חדש,0.754,0.4543333333333333,0.5003333333333333
חדשות,0.633,0.58,0.61
חדשות טובות,0.961,0.74,0.768
חדשות מרעישות,0.5,0.552,0.607
חדשנות,0.8109999999999999,0.6005,0.815
חדשני,0.88,0.64,0.83
חוב,0.37766666666666665,0.4663333333333333,0.36366666666666664
חובב,0.531,0.339,0.424
חובבן,0.571,0.3725,0.4065
חובה,0.3948571428571429,0.5461428571428572,0.6752857142857144
חובות,0.367,0.461,0.288
חובט,0.3855,0.5215000000000001,0.4315
חובצה,0.633,0.311,0.304
חוברת,0.531,0.248,0.371
חוברת הדרכה,0.6,0.224,0.567
חובש,0.5865,0.46799999999999997,0.6105
חובש קרבי,0.439,0.469,0.651
חוגג,0.927,0.86,0.773
חוגה,0.62,0.427,0.596
חוגלה,0.583,0.415,0.25
חוד,0.5885,0.496,0.5529999999999999
חוד המחט,0.653,0.5,0.556
חודר,0.469,0.792,0.782
חודש,0.688,0.255,0.411
חודשי,0.622,0.314,0.364
חוואי,0.53,0.275,0.407
חווה,0.781,0.327,0.297
חווה קטנה,0.531,0.429,0.421
חוויה,0.827,0.618,0.905
חוויות,0.793,0.647,0.795
חווייה,0.793,0.647,0.795
חוור,0.372,0.471,0.351
חוות דעת,0.5885,0.5495,0.7265
חוזה,0.514,0.397,0.636
חוזר בתשובה,0.542,0.53,0.508
חוט,0.51,0.452,0.377
חוט דנטלי,0.5,0.28,0.278
חוט מאריך,0.604,0.378,0.33
חוטב עצים,0.5,0.66,0.726
חוטי,0.531,0.48,0.516
חוטף,0.1095,0.9295,0.6505000000000001
חוייב חיוב יתר,0.276,0.78,0.569
חוכמה,0.564,0.66,0.679
חוכר,0.417,0.474,0.595
חולד השק,0.449,0.44,0.421
חולה,0.09666666666666666,0.47933333333333333,0.16233333333333333
חולה אהבה,0.796,0.842,0.5
חולה כלבים,0.571,0.49,0.377
חולה נסיעה,0.224,0.574,0.255
חולי,0.237,0.618,0.322
חוליגן,0.3245,0.716,0.4435
חוליה,0.514,0.406,0.528
חולית,0.459,0.173,0.414
חולם,0.8463333333333333,0.37633333333333335,0.4403333333333334
חולם בהקיץ,0.776,0.36,0.479
חולמני,0.837,0.35,0.5
חולני,0.09,0.833,0.395
חולניות,0.12,0.694,0.339
חולף,0.4485,0.474,0.448
חולץ,0.302,0.536,0.519
חולץ פקקים,0.427,0.443,0.445
חולצה,0.58,0.19,0.302
חולצת ספורט,0.594,0.317,0.411
חולק,0.23149999999999998,0.5975,0.358
חולשה,0.20966666666666667,0.494,0.21033333333333334
חום,0.3746666666666667,0.496,0.3633333333333333
"חומ""ס",0.398,0.479,0.519
חומצה,0.265,0.642,0.566
חומצי,0.333,0.42,0.519
חומציות,0.156,0.663,0.36
חומר,0.504,0.358,0.5005000000000001
חומר דליק,0.386,0.65,0.75
חומר הרדמה,0.39949999999999997,0.266,0.4955
חומר מלבין,0.336,0.282,0.337
חומר משלשל,0.271,0.55,0.528
חומר ניקוי,0.604,0.353,0.433
חומר נפץ,0.156,0.943,0.663
חומר סיכה,0.6040000000000001,0.52,0.4325
חומרה,0.594,0.289,0.686
חומריות,0.417,0.45,0.636
חומרים,0.633,0.361,0.473
חומרנות,0.22,0.39,0.556
חומרני,0.43333333333333335,0.4383333333333333,0.537
חומת אש,0.485,0.602,0.629
חומת מגן,0.45,0.356,0.279
חונטה,0.451,0.503,0.704
חונך,0.725,0.382,0.65
